OG0002267	Solyc01g007910.3.1	ANN04307-RA
OG0002267	Solyc02g005350.3.1	ANN13513-RA
OG0002268	Solyc05g013380.3.1	ANN20093-RA
OG0002268	Solyc01g007940.4.1	ANN04304-RA
OG0002269	Solyc05g005000.4.1, Solyc01g007950.4.1	ANN04303-RA
OG0002270	Solyc01g008570.1.1, Solyc01g008500.4.1	ANN04264-RA, ANN38686-RA, ANN38602-RA
OG0002271	Solyc01g008820.3.1	ANN04244-RA
OG0002271	Solyc11g064790.2.1	ANN31047-RA
OG0002272	Solyc01g009060.3.1	ANN04226-RA
OG0002272	Solyc11g072070.3.1	ANN30617-RA
OG0002273	Solyc01g009145.1.1, Solyc11g071510.3.1	ANN04216-RA
OG0002274	Solyc10g081510.2.1	ANN22528-RA
OG0002274	Solyc01g009180.4.1	ANN04214-RA
OG0002275	Solyc06g074090.3.1	ANN19034-RA
OG0002275	Solyc01g009310.3.1	ANN04205-RA
OG0002277	Solyc01g009840.3.1	ANN38493-RA
OG0002277	Solyc08g080400.2.1	ANN28093-RA
OG0002278	Solyc01g010360.3.1	ANN04501-RA
OG0002278	Solyc05g012420.4.1	ANN20012-RA
OG0002279	Solyc05g007140.3.1	ANN19624-RA
OG0002279	Solyc01g010660.3.1	ANN04486-RA
OG0002280	Solyc01g010780.4.1, Solyc05g007050.4.1	ANN19617-RA
OG0002281	Solyc02g087900.3.1	ANN11567-RA
OG0002281	Solyc01g010820.3.1	ANN04164-RA
OG0002282	Solyc01g010950.3.1	ANN04143-RA
OG0002282	Solyc05g013070.3.1	ANN20064-RA
OG0002283	Solyc01g011040.3.1	ANN04133-RA
OG0002284	Solyc01g011100.2.1	ANN04126-RA
OG0002284	Solyc05g006640.4.1	ANN19583-RA
OG0002285	Solyc01g014230.4.1	ANN04091-RA
OG0002285	Solyc12g100000.3.1	ANN33083-RA
OG0002286	Solyc01g014550.3.1, Solyc01g014650.1.1, Solyc01g014520.1.1	ANN37750-RA, ANN37700-RA
OG0002287	Solyc08g065193.1.1, Solyc10g050777.1.1, Solyc01g150118.1.1, Solyc11g061985.1.1, Solyc10g150130.1.1	ANN26810-RA
OG0002289	Solyc01g016412.1.1, Solyc12g040646.1.1	ANN05946-RA
OG0002291	Solyc01g016890.1.1	ANN23627-RA
OG0002291	Solyc07g039250.1.1	ANN15918-RA
OG0002294	Solyc01g017560.3.1, Solyc05g041173.1.1, Solyc09g057505.1.1	ANN05450-RA, ANN03740-RA, ANN09418-RA
OG0002295	Solyc01g020220.3.1, Solyc01g020440.3.1	ANN03523-RA
OG0002297	Solyc02g038801.1.1, Solyc01g150128.1.1	ANN37512-RA, ANN32329-RA, ANN32336-RA, ANN32328-RA
OG0002298	Solyc01g021640.3.1	ANN03445-RA
OG0002299	Solyc01g021745.1.1	ANN18339-RA
OG0002299	Solyc10g053960.2.1, Solyc02g088520.4.1, Solyc11g032070.3.1	ANN15812-RA
OG0002300	Solyc01g028810.3.1, Solyc03g062950.1.1, Solyc03g120850.4.1	ANN07620-RA
OG0002301	Solyc01g044370.3.1	ANN35536-RA
OG0002301	Solyc02g081880.3.1	ANN12074-RA
OG0002302	Solyc08g150126.1.1, Solyc01g150130.1.1	ANN23876-RA, ANN38374-RA, ANN38338-RA
OG0002303	Solyc10g081580.3.1, Solyc01g056810.4.1	ANN02910-RA
OG0002304	Solyc02g082190.3.1	ANN12048-RA
OG0002304	Solyc01g056850.3.1	ANN37801-RA
OG0002306	Solyc11g032020.1.1	ANN24750-RA
OG0002306	Solyc11g044605.1.1, Solyc01g057690.2.1, Solyc02g055533.1.1	ANN24258-RA
OG0002307	Solyc12g099110.2.1	ANN33154-RA
OG0002307	Solyc01g057830.3.1	ANN02628-RA
OG0002308	Solyc01g057840.3.1, Solyc01g057850.4.1	ANN02627-RA
OG0002309	Solyc01g057960.3.1	ANN02607-RA
OG0002309	Solyc02g005110.3.1	ANN13689-RA
OG0002310	Solyc01g058690.1.1	ANN02451-RA
OG0002311	Solyc01g059810.1.1	ANN02482-RA, ANN38618-RA
OG0002312	Solyc01g059870.4.1	ANN02418-RA
OG0002312	Solyc05g053410.4.1	ANN22082-RA
OG0002313	Solyc01g059880.3.1	ANN02417-RA
OG0002313	Solyc12g099260.2.1	ANN33143-RA
OG0002314	Solyc01g060180.4.1	ANN02269-RA
OG0002314	Solyc12g099360.2.1	ANN33133-RA
OG0002315	Solyc01g060470.3.1	ANN02363-RA
OG0002315	Solyc08g041890.4.1	ANN29323-RA
OG0002316	Solyc01g065840.4.1	ANN02331-RA, ANN02308-RA, ANN05396-RA
OG0002317	Solyc01g088100.4.1, Solyc01g065983.1.1, Solyc05g050460.1.1	ANN01672-RA
OG0002318	Solyc01g066310.4.1	ANN02261-RA
OG0002318	Solyc05g054370.2.1	ANN22152-RA
OG0002319	Solyc01g066455.1.1	ANN36829-RA
OG0002319	Solyc01g066480.3.1	ANN02197-RA, ANN02238-RA
OG0002320	Solyc01g067250.3.1, Solyc01g067170.1.1	ANN02133-RA
OG0002321	Solyc01g067390.4.1	ANN02108-RA
OG0002321	Solyc06g054560.3.1	ANN18158-RA
OG0002322	Solyc01g067850.2.1	ANN39616-RA, ANN39591-RA, ANN39700-RA, ANN39767-RA
OG0002323	Solyc01g097580.1.1	ANN39988-RA, ANN01161-RA
OG0002324	Solyc01g079490.2.1	ANN01977-RA
OG0002324	Solyc06g009650.3.1	ANN16944-RA
OG0002325	Solyc01g098910.3.1	ANN01054-RA
OG0002325	Solyc01g079760.3.1	ANN01950-RA
OG0002326	Solyc06g054490.3.1	ANN18150-RA
OG0002326	Solyc01g080530.3.1	ANN01901-RA
OG0002327	Solyc09g075020.3.1	ANN08508-RA
OG0002327	Solyc01g080640.3.1	ANN01886-RA
OG0002328	Solyc10g024490.2.1	ANN23939-RA
OG0002328	Solyc01g080870.3.1	ANN01873-RA
OG0002329	Solyc07g053730.4.1	ANN14449-RA
OG0002329	Solyc01g081010.4.1	ANN01866-RA
OG0002330	Solyc06g073480.3.1	ANN18974-RA
OG0002330	Solyc01g081140.1.1	ANN01858-RA
OG0002332	Solyc01g073960.4.1	ANN01794-RA
OG0002332	Solyc10g044960.3.1	ANN23963-RA
OG0002333	Solyc01g087250.3.1, Solyc01g087260.4.1	ANN01746-RA
OG0002334	Solyc01g087350.3.1, Solyc01g087290.3.1, Solyc01g087300.3.1	ANN01742-RA
OG0002335	Solyc04g016330.3.1	ANN25721-RA
OG0002335	Solyc01g088150.3.1	ANN01670-RA
OG0002336	Solyc11g031980.1.1	ANN13791-RA
OG0002336	Solyc01g088690.3.1	ANN09267-RA, ANN01627-RA
OG0002338	Solyc01g090360.3.1, Solyc10g039197.2.1, Solyc01g090350.3.1	ANN01562-RA
OG0002339	Solyc01g090510.2.1	ANN37744-RA, ANN37672-RA, ANN39901-RA, ANN39973-RA
OG0002340	Solyc01g091140.4.1	ANN01504-RA
OG0002340	Solyc01g091130.4.1	ANN38926-RA
OG0002342	Solyc01g091440.4.1, Solyc01g091430.2.1	ANN01483-RA
OG0002342	Solyc01g091350.4.1	ANN01491-RA
OG0002343	Solyc10g017850.3.1	ANN24807-RA
OG0002343	Solyc01g091730.3.1	ANN01458-RA
OG0002344	Solyc10g017580.3.1	ANN24798-RA
OG0002344	Solyc01g094170.3.1	ANN01418-RA
OG0002345	Solyc01g094330.3.1	ANN01412-RA
OG0002346	Solyc01g094380.2.1	ANN01407-RA
OG0002347	Solyc01g094590.4.1	ANN01391-RA
OG0002347	Solyc03g025490.3.1	ANN04775-RA
OG0002348	Solyc01g095090.3.1	ANN01345-RA
OG0002349	Solyc01g095260.1.1, Solyc01g095250.1.1	ANN01334-RA, ANN39554-RA
OG0002350	Solyc01g095970.3.1	ANN01277-RA
OG0002350	Solyc05g050600.3.1	ANN21855-RA
OG0002351	Solyc05g050590.3.1	ANN21857-RA
OG0002351	Solyc01g095990.3.1	ANN01275-RA
OG0002352	Solyc05g050520.4.1	ANN21794-RA
OG0002352	Solyc01g096150.4.1	ANN01263-RA
OG0002353	Solyc01g096530.3.1, Solyc10g006490.3.1	ANN25076-RA
OG0002354	Solyc09g082990.3.1	ANN08168-RA
OG0002354	Solyc01g097340.3.1	ANN01175-RA
OG0002356	Solyc01g100030.5.1.1	ANN00957-RA
OG0002356	Solyc01g097970.4.1	ANN01136-RA
OG0002357	Solyc02g082560.1.1	ANN12007-RA
OG0002357	Solyc01g098530.3.1	ANN39428-RA, ANN10972-RA
OG0002358	Solyc04g072880.3.1	ANN27224-RA
OG0002358	Solyc01g099310.4.1	ANN01023-RA
OG0002359	Solyc11g065600.2.1	ANN39070-RA, ANN39036-RA
OG0002359	Solyc01g099630.4.1	ANN00987-RA
OG0002360	Solyc12g096540.2.1	ANN33286-RA
OG0002360	Solyc01g099670.3.1	ANN00983-RA
OG0002361	Solyc01g099730.3.1	ANN00977-RA
OG0002361	Solyc09g065930.4.1	ANN08588-RA
OG0002362	Solyc01g100890.4.1	ANN00880-RA
OG0002363	Solyc01g102680.4.1, Solyc01g102700.4.1	ANN00815-RA
OG0002364	Solyc01g103130.2.1	ANN00775-RA
OG0002364	Solyc11g039650.2.1	ANN31738-RA
OG0002365	Solyc01g103140.3.1	ANN00774-RA
OG0002365	Solyc10g044470.3.1	ANN24489-RA
OG0002366	Solyc01g103220.3.1	ANN00765-RA
OG0002366	Solyc11g042420.2.1	ANN31370-RA
OG0002367	Solyc01g103480.3.1, Solyc10g038120.3.1, Solyc10g038110.1.1	ANN24387-RA
OG0002368	Solyc01g104540.3.1	ANN00644-RA
OG0002368	Solyc01g104480.4.1	ANN00652-RA
OG0002369	Solyc01g104840.4.1	ANN00620-RA
OG0002369	Solyc10g047130.2.1	ANN24238-RA
OG0002370	Solyc10g047140.2.1	ANN24237-RA
OG0002370	Solyc01g104970.3.1	ANN00608-RA
OG0002371	Solyc04g056290.3.1	ANN26912-RA
OG0002371	Solyc01g105240.3.1	ANN00589-RA
OG0002373	Solyc01g106210.3.1	ANN00504-RA
OG0002373	Solyc01g106260.3.1	ANN00502-RA
OG0002374	Solyc02g090390.4.1	ANN11370-RA
OG0002374	Solyc01g108280.3.1	ANN00328-RA
OG0002375	Solyc01g108380.2.1	ANN39005-RA, ANN39113-RA, ANN00319-RA
OG0002376	Solyc01g108630.3.1	ANN00297-RA
OG0002376	Solyc10g050890.2.1	ANN23207-RA
OG0002378	Solyc01g109030.4.1	ANN40158-RA, ANN14934-RA, ANN20919-RA, ANN00272-RA
OG0002379	Solyc10g054130.3.1	ANN22642-RA
OG0002379	Solyc01g110290.3.1	ANN00182-RA
OG0002380	Solyc02g090040.2.1, Solyc01g110686.1.1	ANN11401-RA
OG0002381	Solyc01g110990.2.1	ANN00149-RA
OG0002381	Solyc07g039550.4.1	ANN15817-RA
OG0002382	Solyc01g111030.2.1, Solyc02g088780.4.1	ANN11493-RA
OG0002383	Solyc10g054870.3.1	ANN22627-RA
OG0002383	Solyc01g111120.4.1	ANN00140-RA
OG0002384	Solyc10g054910.1.1	ANN40171-RA
OG0002384	Solyc01g111170.3.1	ANN00137-RA
OG0002385	Solyc01g111530.3.1	ANN00111-RA
OG0002385	Solyc10g055450.2.1	ANN22986-RA
OG0002386	Solyc02g083550.2.1	ANN11928-RA
OG0002386	Solyc01g111600.3.1	ANN00103-RA
OG0002387	Solyc10g055650.2.1	ANN22977-RA
OG0002387	Solyc01g111730.3.1	ANN00093-RA
OG0002388	Solyc10g055670.2.1	ANN22976-RA
OG0002388	Solyc01g111760.4.1	ANN00090-RA
OG0002389	Solyc10g008130.3.1	ANN24985-RA
OG0002389	Solyc01g112010.3.1	ANN00071-RA
OG0002390	Solyc06g011620.1.1, Solyc02g044050.1.1	ANN06212-RA
OG0002391	Solyc02g044005.1.1	ANN32091-RA
OG0002393	Solyc04g009190.3.1	ANN25460-RA
OG0002393	Solyc02g005603.1.1	ANN13454-RA
OG0002394	Solyc02g014020.3.1	ANN13331-RA
OG0002394	Solyc03g046280.1.1	ANN33763-RA, ANN16296-RA, ANN09366-RA
OG0002395	Solyc02g020940.3.1	ANN13442-RA
OG0002395	Solyc04g009030.3.1	ANN25444-RA
OG0002396	Solyc12g042280.3.1, Solyc12g042260.3.1, Solyc12g042300.2.1, Solyc02g021240.3.1	ANN33804-RA
OG0002397	Solyc02g070460.3.1	ANN12573-RA
OG0002397	Solyc02g021470.4.1	ANN13293-RA
OG0002398	Solyc02g022870.4.1	ANN13257-RA
OG0002398	Solyc07g041330.3.1	ANN15008-RA
OG0002399	Solyc02g070000.4.1	ANN12612-RA
OG0002399	Solyc02g023950.3.1	ANN13246-RA
OG0002400	Solyc02g030170.4.1	ANN13217-RA
OG0002400	Solyc02g069490.4.1	ANN12650-RA
OG0002401	Solyc02g030300.3.1	ANN13542-RA, ANN20548-RA, ANN13209-RA
OG0002402	Solyc02g030420.1.1	ANN13149-RA, ANN13150-RA, ANN13139-RA
OG0002403	Solyc02g031860.3.1	ANN13159-RA
OG0002403	Solyc02g031910.2.1	ANN13154-RA
OG0002405	Solyc02g032150.1.1, Solyc02g032160.1.1	ANN13114-RA
OG0002406	Solyc05g005390.3.1, Solyc02g032190.1.1, Solyc10g009440.4.1	ANN19475-RA
OG0002408	Solyc02g032523.1.1, Solyc05g150123.1.1, Solyc10g047955.1.1	ANN23694-RA
OG0002409	Solyc02g033060.3.1, Solyc05g055550.3.1	ANN22236-RA
OG0002410	Solyc02g082430.4.1	ANN12024-RA
OG0002410	Solyc02g038806.1.1	ANN13044-RA
OG0002411	Solyc02g038819.1.1	ANN13110-RA
OG0002411	Solyc02g082750.4.1	ANN11985-RA
OG0002412	Solyc02g069380.3.1, Solyc02g062120.3.1	ANN13025-RA
OG0002413	Solyc02g083810.4.1	ANN11904-RA
OG0002413	Solyc02g062130.4.1	ANN13022-RA
OG0002414	Solyc02g062580.3.1, Solyc02g062570.4.1	ANN12978-RA
OG0002415	Solyc02g062600.3.1	ANN37357-RA
OG0002415	Solyc02g085040.3.1	ANN11800-RA
OG0002417	Solyc02g062817.1.1	ANN23661-RA, ANN30068-RA, ANN38251-RA, ANN24758-RA, ANN28535-RA
OG0002418	Solyc02g085640.4.1	ANN11750-RA
OG0002418	Solyc02g062970.3.1	ANN12954-RA
OG0002419	Solyc02g063000.4.1	ANN12952-RA
OG0002420	Solyc02g063020.3.1	ANN12949-RA
OG0002420	Solyc02g085670.3.1	ANN11748-RA
OG0002421	Solyc02g063090.3.1	ANN12940-RA
OG0002421	Solyc02g085790.3.1	ANN11739-RA
OG0002422	Solyc02g086180.4.1, Solyc02g063240.4.1, Solyc02g086190.3.1	ANN11705-RA
OG0002423	Solyc02g063523.1.1, Solyc02g063547.1.1, Solyc02g063527.1.1	ANN12926-RA
OG0002424	Solyc02g065100.1.1	ANN12897-RA
OG0002424	Solyc02g090490.3.1	ANN11366-RA
OG0002425	Solyc02g065170.3.1	ANN12893-RA
OG0002425	Solyc02g090360.3.1	ANN11373-RA
OG0002426	Solyc02g065400.3.1	ANN12878-RA
OG0002426	Solyc02g090030.2.1, Solyc04g017770.1.1	ANN11402-RA
OG0002427	Solyc02g089880.4.1	ANN11415-RA
OG0002427	Solyc02g065530.4.1	ANN12871-RA
OG0002428	Solyc02g065540.3.1	ANN12870-RA
OG0002428	Solyc02g089870.3.1	ANN11416-RA
OG0002429	Solyc02g065680.3.1	ANN12857-RA
OG0002429	Solyc02g089400.4.1	ANN11450-RA
OG0002430	Solyc02g089160.3.1	ANN11470-RA
OG0002430	Solyc02g065750.3.1	ANN12849-RA
OG0002431	Solyc02g066910.3.1	ANN12840-RA
OG0002431	Solyc02g088900.3.1	ANN11487-RA
OG0002432	Solyc02g094740.1.1, Solyc02g067100.3.1, Solyc02g094750.1.1	ANN12829-RA
OG0002433	Solyc02g067580.3.1	ANN12787-RA
OG0002433	Solyc02g087330.3.1	ANN11610-RA
OG0002434	Solyc02g086940.3.1	ANN11640-RA
OG0002434	Solyc02g067710.3.1	ANN12779-RA
OG0002435	Solyc02g067760.4.1	ANN12775-RA
OG0002435	Solyc02g086690.3.1	ANN11665-RA
OG0002436	Solyc02g093360.3.1	ANN11130-RA
OG0002436	Solyc02g067830.3.1	ANN12769-RA
OG0002437	Solyc03g111770.3.1	ANN06909-RA
OG0002437	Solyc02g067920.4.1	ANN12762-RA
OG0002438	Solyc02g067980.3.1	ANN12756-RA
OG0002438	Solyc02g093800.3.1	ANN11093-RA
OG0002439	Solyc02g068140.3.1	ANN12741-RA
OG0002439	Solyc02g094190.3.1	ANN11062-RA
OG0002440	Solyc02g068450.3.1	ANN12718-RA, ANN37901-RA
OG0002441	Solyc02g069450.3.1, Solyc02g069460.3.1, Solyc08g074307.2.1	ANN12653-RA
OG0002442	Solyc02g070280.3.1	ANN12589-RA
OG0002442	Solyc12g096380.1.1	ANN33296-RA
OG0002443	Solyc08g016510.3.1, Solyc02g070510.3.1	ANN30101-RA, ANN12569-RA
OG0002445	Solyc02g070790.3.1	ANN12548-RA
OG0002445	Solyc08g016170.3.1	ANN30111-RA
OG0002446	Solyc03g005830.4.1, Solyc02g071120.3.1	ANN12533-RA
OG0002447	Solyc02g071430.3.1, Solyc02g071400.3.1	ANN12506-RA
OG0002448	Solyc03g005900.4.1	ANN04596-RA
OG0002448	Solyc02g071610.3.1	ANN12491-RA
OG0002449	Solyc02g071710.3.1	ANN12490-RA
OG0002449	Solyc02g071720.2.1	ANN12489-RA
OG0002450	Solyc02g071770.3.1, Solyc03g005940.4.1, Solyc02g071760.4.1	ANN12485-RA
OG0002451	Solyc02g071830.3.1	ANN12477-RA
OG0002452	Solyc02g072040.3.1	ANN12464-RA
OG0002452	Solyc02g072050.2.1	ANN12463-RA
OG0002453	Solyc02g072130.3.1	ANN12455-RA
OG0002453	Solyc10g007390.3.1	ANN25026-RA
OG0002454	Solyc02g072550.1.1	ANN12419-RA
OG0002454	Solyc02g072570.2.1	ANN12418-RA
OG0002455	Solyc02g076710.3.1	ANN12413-RA
OG0002455	Solyc02g076690.3.1	ANN12414-RA
OG0002456	Solyc02g077080.3.1, Solyc07g053350.4.1	ANN04613-RA
OG0002457	Solyc10g008710.3.1, Solyc10g008720.4.1, Solyc02g077130.2.1, Solyc03g006250.2.1	ANN24950-RA
OG0002458	Solyc10g008870.3.1	ANN24941-RA
OG0002458	Solyc02g077440.3.1	ANN12357-RA
OG0002459	Solyc02g077530.2.1	ANN12350-RA
OG0002460	Solyc02g077600.3.1	ANN12344-RA
OG0002460	Solyc10g008950.3.1	ANN24934-RA
OG0002461	Solyc12g010600.3.1	ANN34689-RA
OG0002461	Solyc02g078260.3.1	ANN12300-RA
OG0002462	Solyc06g036200.2.1	ANN17594-RA
OG0002462	Solyc02g078285.1.1, Solyc02g078300.3.1	ANN12297-RA
OG0002463	Solyc10g009020.3.1	ANN24929-RA
OG0002463	Solyc02g078460.3.1	ANN12286-RA
OG0002464	Solyc02g078570.3.1	ANN24964-RA
OG0002465	Solyc10g009210.4.1	ANN25176-RA
OG0002465	Solyc02g079040.3.1	ANN12236-RA
OG0002466	Solyc02g079220.4.1	ANN28100-RA
OG0002466	Solyc03g006650.2.1	ANN04644-RA
OG0002467	Solyc02g079350.3.1, Solyc02g079330.3.1, Solyc02g079310.3.1	ANN12216-RA
OG0002468	Solyc07g052110.4.1	ANN14606-RA
OG0002468	Solyc02g079415.1.1	ANN12212-RA
OG0002469	Solyc02g079910.3.1, Solyc03g007730.1.1, Solyc02g079890.2.1	ANN12196-RA
OG0002470	Solyc03g031750.2.1	ANN04866-RA
OG0002470	Solyc02g080270.3.1	ANN12182-RA
OG0002471	Solyc02g081160.3.1	ANN12128-RA
OG0002471	Solyc07g049280.3.1	ANN14668-RA
OG0002472	Solyc02g081210.3.1	ANN12125-RA
OG0002472	Solyc03g031840.3.1	ANN04873-RA
OG0002473	Solyc03g031880.3.1	ANN04876-RA
OG0002473	Solyc02g081390.3.1	ANN12111-RA
OG0002474	Solyc03g031920.3.1	ANN04882-RA
OG0002474	Solyc02g081570.4.1	ANN12096-RA
OG0002475	Solyc02g081620.3.1	ANN12091-RA
OG0002476	Solyc06g076930.2.1	ANN19238-RA
OG0002476	Solyc02g081870.4.1	ANN12075-RA
OG0002477	Solyc02g082060.2.1	ANN36933-RA, ANN36935-RA, ANN12062-RA
OG0002478	Solyc02g082390.1.1	ANN12028-RA
OG0002478	Solyc02g082375.1.1	ANN12030-RA
OG0002479	Solyc02g082410.4.1	ANN12026-RA
OG0002479	Solyc03g032040.3.1	ANN04889-RA
OG0002480	Solyc02g082633.1.1	ANN12003-RA, ANN00031-RA, ANN10969-RA, ANN10971-RA
OG0002481	Solyc02g083070.2.1, Solyc02g083090.1.1	ANN11961-RA
OG0002482	Solyc03g033320.4.1	ANN04907-RA
OG0002482	Solyc02g083390.4.1	ANN11940-RA
OG0002483	Solyc02g083850.3.1	ANN11900-RA
OG0002483	Solyc03g033540.3.1	ANN04925-RA
OG0002484	Solyc02g084380.3.1	ANN11854-RA
OG0002484	Solyc05g054990.3.1	ANN22198-RA
OG0002486	Solyc04g080730.3.1	ANN27687-RA
OG0002486	Solyc02g084870.3.1	ANN11816-RA
OG0002487	Solyc07g056660.4.1	ANN14246-RA
OG0002487	Solyc02g085220.4.1	ANN11788-RA
OG0002488	Solyc10g080320.3.1	ANN22605-RA
OG0002488	Solyc02g085520.4.1	ANN11763-RA
OG0002489	Solyc02g094860.3.1, Solyc02g085880.3.1	ANN39037-RA, ANN38959-RA
OG0002490	Solyc02g086458.1.1	ANN11680-RA
OG0002491	Solyc02g086540.3.1	ANN11672-RA, ANN02461-RA, ANN02463-RA, ANN02459-RA
OG0002492	Solyc02g086630.3.1	ANN13291-RA, ANN39344-RA, ANN39184-RA
OG0002493	Solyc02g086730.3.1	ANN11661-RA
OG0002493	Solyc02g086740.1.1	ANN11658-RA
OG0002494	Solyc02g087110.3.1, Solyc02g087070.4.1, Solyc02g087090.4.1	ANN11629-RA
OG0002495	Solyc02g087377.1.1, Solyc02g087373.1.1, Solyc02g087365.1.1, Solyc02g087390.3.1	ANN10986-RA
OG0002497	Solyc02g088510.4.1	ANN11523-RA
OG0002498	Solyc05g012480.4.1	ANN20016-RA
OG0002498	Solyc02g088700.4.1	ANN11501-RA
OG0002499	Solyc02g089370.2.1	ANN11451-RA
OG0002499	Solyc03g046450.3.1	ANN05179-RA
OG0002500	Solyc02g089690.3.1	ANN11430-RA
OG0002500	Solyc02g089680.4.1	ANN11431-RA
OG0002502	Solyc02g090630.4.1	ANN11357-RA
OG0002503	Solyc03g043660.3.1	ANN05003-RA
OG0002503	Solyc02g091410.3.1	ANN11294-RA
OG0002504	Solyc04g076790.3.1	ANN27397-RA
OG0002504	Solyc02g091560.3.1	ANN11279-RA
OG0002505	Solyc02g091730.3.1	ANN11264-RA
OG0002506	Solyc03g043880.3.1	ANN05022-RA
OG0002506	Solyc02g091970.4.1	ANN11246-RA
OG0002507	Solyc03g043990.1.1	ANN05030-RA
OG0002507	Solyc02g092360.3.1	ANN11215-RA
OG0002508	Solyc02g092440.3.1	ANN11208-RA
OG0002508	Solyc03g044010.4.1	ANN05031-RA
OG0002509	Solyc02g092610.3.1, Solyc02g092560.3.1	ANN11198-RA
OG0002509	Solyc02g092600.3.1	ANN11194-RA
OG0002510	Solyc03g044100.4.1	ANN05041-RA
OG0002510	Solyc02g092580.3.1	ANN11196-RA
OG0002511	Solyc02g092730.4.1	ANN11179-RA
OG0002511	Solyc02g093680.3.1	ANN11103-RA
OG0002512	Solyc02g093080.3.1, Solyc02g093070.3.1	ANN11148-RA
OG0002513	Solyc03g044430.3.1	ANN05061-RA
OG0002513	Solyc02g093290.3.1	ANN11137-RA
OG0002514	Solyc02g094640.4.1	ANN11006-RA
OG0002514	Solyc07g017860.3.1	ANN16278-RA
OG0002515	Solyc09g083000.3.1	ANN08248-RA
OG0002515	Solyc03g005310.4.1	ANN04556-RA
OG0002516	Solyc03g005320.3.1	ANN04557-RA
OG0002516	Solyc09g083050.3.1	ANN08166-RA
OG0002517	Solyc03g005730.4.1	ANN04587-RA
OG0002517	Solyc09g090900.4.1	ANN08023-RA
OG0002518	Solyc03g006740.3.1	ANN28929-RA
OG0002518	Solyc11g072000.2.1, Solyc11g045410.1.1	ANN31179-RA
OG0002520	Solyc12g056080.2.1	ANN33593-RA
OG0002520	Solyc03g007560.2.1, Solyc03g007850.1.1	ANN02904-RA
OG0002521	Solyc03g007670.4.1	ANN04725-RA
OG0002521	Solyc06g036420.3.1	ANN36637-RA, ANN36617-RA
OG0002523	Solyc03g025220.3.1	ANN04753-RA
OG0002523	Solyc03g025210.3.1	ANN04752-RA
OG0002524	Solyc03g025360.3.1	ANN04764-RA
OG0002524	Solyc06g036080.4.1	ANN17600-RA
OG0002525	Solyc03g025760.4.1, Solyc03g025770.4.1, Solyc03g025780.3.1	ANN04794-RA
OG0002527	Solyc10g005330.3.1	ANN25147-RA
OG0002527	Solyc03g031760.4.1	ANN04867-RA
OG0002530	Solyc07g043350.3.1, Solyc05g024330.1.1, Solyc07g043340.1.1, Solyc03g033760.3.1	ANN14821-RA
OG0002531	Solyc03g034130.4.1	ANN04962-RA
OG0002531	Solyc03g034110.4.1	ANN04961-RA
OG0002532	Solyc03g043730.1.1	ANN36480-RA, ANN36495-RA
OG0002532	Solyc07g009540.1.1	ANN25912-RA, ANN39259-RA
OG0002534	Solyc03g044660.3.1	ANN05106-RA
OG0002534	Solyc10g083110.3.1	ANN22619-RA
OG0002535	Solyc11g018627.1.1, Solyc03g150117.1.1	ANN28622-RA
OG0002536	Solyc03g071750.3.1	ANN05267-RA
OG0002536	Solyc11g007760.2.1	ANN32816-RA
OG0002538	Solyc03g063380.3.1, Solyc03g058320.1.1	ANN38837-RA
OG0002539	Solyc10g078950.2.1	ANN22767-RA
OG0002539	Solyc03g059010.4.1	ANN06024-RA
OG0002542	Solyc05g055660.3.1	ANN22246-RA
OG0002542	Solyc03g063100.2.1	ANN05737-RA
OG0002543	Solyc03g063200.3.1	ANN05500-RA
OG0002543	Solyc10g078750.2.1	ANN22784-RA
OG0002544	Solyc03g013330.1.1	ANN31530-RA
OG0002545	Solyc11g008960.3.1	ANN32733-RA
OG0002545	Solyc03g078520.4.1	ANN06243-RA
OG0002546	Solyc03g078600.3.1	ANN27155-RA
OG0002547	Solyc09g057590.3.1, Solyc03g079860.2.1	ANN25933-RA, ANN14534-RA, ANN16459-RA
OG0002548	Solyc03g082450.3.1, Solyc03g082445.1.1, Solyc03g082470.4.1	ANN06726-RA
OG0002549	Solyc08g066750.3.1	ANN28772-RA
OG0002549	Solyc03g082660.3.1	ANN06608-RA
OG0002550	Solyc06g052030.3.1	ANN18040-RA
OG0002550	Solyc03g082940.3.1	ANN06596-RA
OG0002551	Solyc06g051970.3.1	ANN18034-RA
OG0002551	Solyc03g083320.4.1	ANN06575-RA
OG0002552	Solyc03g083640.1.1, Solyc06g034090.1.1, Solyc04g024690.1.1	ANN34058-RA
OG0002553	Solyc03g112710.1.1, Solyc03g093190.1.1	ANN16981-RA
OG0002554	Solyc03g093550.1.1	ANN06509-RA
OG0002554	Solyc03g093540.1.1	ANN06510-RA
OG0002555	Solyc03g094040.4.1, Solyc03g094060.4.1	ANN06481-RA
OG0002556	Solyc05g052160.4.1	ANN21980-RA
OG0002556	Solyc03g095220.3.1	ANN06467-RA
OG0002557	Solyc04g078930.4.1	ANN27562-RA
OG0002557	Solyc03g095710.4.1	ANN06437-RA
OG0002559	Solyc03g095977.1.1, Solyc03g095973.1.1	ANN06410-RA, ANN06411-RA
OG0002560	Solyc03g096090.4.1, Solyc03g096180.4.1	ANN06399-RA
