target_id	functional_annotation
Solyc02g085130	Tubby-like F-box protein 5 
Solyc02g085140	U-box domain-containing protein 
Solyc02g085150	LEA-like protein 
Solyc02g085160	Zinc finger-homeodomain protein 1 
Solyc02g085170	Glucose transporter 8 
Solyc02g085180	Catalytic/ hydrolase 
Solyc02g085190	GATA transcription factor 19 
Solyc02g085210	UPF0567 protein C13orf39 homolog 
Solyc02g085220	Transforming growth factor-beta receptor-associated protein 1 
Solyc02g085230	Nucleolar protein 6 
Solyc02g085240	AP-3 complex subunit sigma-2 
Solyc02g085250	FAD dependent oxidoreductase 
Solyc02g085260	Unknown Protein 
Solyc02g085270	RING finger protein 6 
Solyc02g085280	50S ribosomal protein L6 
Solyc02g085290	Maf-like protein expressed 
Solyc02g085300	CRAL/TRIO domain containing protein expressed 
Solyc02g085310	Unknown Protein 
Solyc02g085320	Unknown Protein 
Solyc02g085330	AT5g66780/MUD21_2 
Solyc02g085340	GRAS family transcription factor 
Solyc02g085350	Succinate dehydrogenase flavoprotein subunit 
Solyc02g085360	Cytochrome P450
Solyc02g085370	Unknown Protein 
Solyc02g085380	Integral membrane protein 
Solyc02g085390	Uncharacterized ATP-dependent helicase C25A8.01c 
Solyc02g085400	Os01g0786800 protein 
Solyc02g085410	Unknown Protein 
Solyc02g085420	U1 small nuclear ribonucleoprotein 
Solyc02g085430	Receptor-like protein kinase At3g21340 
Solyc02g085440	F-box family protein 
Solyc02g085450	BAC19.2 
Solyc02g085460	Unknown Protein 
Solyc02g085470	Transcription initiation factor IIB 
Solyc02g085480	BAC19.4 
Solyc02g085490	Os12g0581300 protein 
Solyc02g085500	Ovate protein 
Solyc02g085510	Ovate protein 
Solyc02g085520	"Adenylosuccinate synthetase, chloroplastic "
Solyc02g085530	Pentatricopeptide repeat-containing protein 
Solyc02g085540	NADH ubiquinone oxidoreductase kD subunit 
Solyc02g085550	Pentatricopeptide repeat-containing protein 
Solyc02g085560	DNA-directed RNA polymerase III subunit RPC5-like protein 
Solyc02g085570	Splicing factor U2AF large subunit 
Solyc02g085580	C2H2L domain class transcription factor 
Solyc02g085590	Vicilin 
Solyc02g085600	GRAS family transcription factor 
Solyc02g085610	G-box binding factor 
Solyc02g085620	Serine/threonine protein kinase 
Solyc02g085630	Homeobox-leucine zipper-like protein 
Solyc02g085640	Xaa-Pro aminopeptidase 1 
Solyc02g085650	Pentatricopeptide repeat-containing protein 
Solyc02g085660	UDP-glucosyltransferase 
Solyc02g085670	Major facilitator superfamily MFS_1 
Solyc02g085680	Unknown Protein 
Solyc02g085690	Ubiquitin-conjugating enzyme E2 4 
Solyc02g085700	Geranylgeranyl pyrophosphate synthase 
Solyc02g085710	Geranylgeranyl pyrophosphate synthase 
Solyc02g085720	Geranylgeranyl pyrophosphate synthase 
Solyc02g085730	Allene oxide cyclase 
Solyc02g085740	Unknown Protein 
Solyc02g085750	LuxR family transcriptional regulator 
Solyc02g085760	Rhomboid family protein 
Solyc02g085770	ABA induced plasma membrane protein PM 19 
Solyc02g085780	Regulator of chromosome condensation 
Solyc02g085790	T-complex protein 1 subunit zeta 
Solyc02g085800	Acetyl esterase 
Solyc02g085810	HEAT repeat containing 5B 
Solyc02g085820	NADPH-cytochrome P450 reductase 
Solyc02g085830	IST1 homolog 
Solyc02g085840	UV excision repair protein RAD23 
Solyc02g085850	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1 3-glucosyltransferase 
Solyc02g085860	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1 3-glucosyltransferase 
Solyc02g085870	Fatty acid elongase 3-ketoacyl-CoA synthase 
Solyc02g085880	Cytochrome P450
Solyc02g085910	LOB domain protein 42 
Solyc02g085920	Homology to unknown gene 
Solyc02g085930	Peroxidase 
Solyc02g085940	Unknown Protein 
Solyc02g085950	Ribulose bisphosphate carboxylase small chain 
Solyc02g085960	Unknown Protein 
Solyc02g085970	Unknown Protein 
Solyc02g085980	Unknown Protein 
Solyc02g085990	Unknown Protein 
Solyc02g086000	Unknown Protein 
Solyc02g086010	Esterase/lipase/thioesterase family protein 
Solyc02g086020	Unknown Protein 
Solyc02g086030	Unknown Protein 
Solyc02g086040	Monoglyceride lipase 
Solyc02g086050	Homology to unknown gene 
Solyc02g086060	cDNA clone 002-113-H04 full insert sequence 
Solyc02g086070	Genomic DNA chromosome 5 P1 clone MXI10 
Solyc02g086080	Alpha/beta hydrolase fold 
Solyc02g086090	Mannose-6-phosphate isomerase 1.1
Solyc02g086100	Dermal papilla-derived protein 6 homolog 
Solyc02g086110	Similarity the predicted A. niger protein contains a neutral zinc metallopeptidases 
Solyc02g086120	Unknown Protein 
Solyc02g086130	Unknown Protein 
Solyc02g086140	Genomic DNA chromosome 5 P1 clone MSI17 
Solyc02g086150	Peptidyl-tRNA hydrolase family protein 
Solyc02g086160	D-xylose transporter 
Solyc02g086170	Unknown Protein 
Solyc02g086180	Sterol C-5 desaturase 
Solyc02g086190	Sterol C-5 desaturase 
Solyc02g086200	"Chloroplastic group IIA intron splicing facilitator CRS1, chloroplastic "
Solyc02g086210	Receptor-like protein kinase 
Solyc02g086220	Abhydrolase domain-containing protein FAM108B1 
Solyc02g086230	Pentatricopeptide repeat-containing protein 
Solyc02g086240	50S ribosomal protein L5 
Solyc02g086250	Genomic DNA chromosome 3 P1 clone MAL21 
Solyc02g086260	Unknown Protein 
Solyc02g086270	Receptor-like kinase 
Solyc02g086280	Receptor protein kinase-like protein 
Solyc02g086290	Receptor serine/threonine kinase 
Solyc02g086300	Glutamine amidotransferase 
Solyc02g086310	Lipid transfer protein 
Solyc02g086320	HEAT repeat-containing protein-like 
Solyc02g086330	Unknown Protein 
Solyc02g086340	LisH domain and HEAT repeat-containing protein KIAA1468 
Solyc02g086350	Protein PLASTID MOVEMENT IMPAIRED 2 
Solyc02g086360	Octicosapeptide/Phox/Bem1p domain-containing protein 
Solyc02g086370	ER Phosphatidate Phosphatase 
Solyc02g086380	Unknown Protein 
Solyc02g086390	Unknown Protein 
Solyc02g086400	Unknown Protein 
Solyc02g086410	Unknown Protein 
Solyc02g086420	Unknown Protein 
Solyc02g086430	Zinc finger protein 36 C3H type-like 1 
Solyc02g086440	Unknown Protein 
Solyc02g086450	Genomic DNA chromosome 5 TAC clone K21I16 
Solyc02g086460	Unknown Protein 
Solyc02g086470	WD repeat protein 
Solyc02g086480	LOB domain protein 
Solyc02g086490	Oleosin 
Solyc02g086500	Genomic DNA chromosome 3 P1 clone MGF10 
Solyc02g086510	Zinc finger CCCH domain-containing protein 41 
Solyc02g086520	Os05g0169400 protein 
Solyc02g086530	Alpha-galactosidase 
Solyc02g086540	Double-strand-break repair protein rad21 
Solyc02g086550	Os06g0661900 protein 
Solyc02g086560	Cobalamin 
Solyc02g086570	Pentatricopeptide repeat-containing protein 
Solyc02g086580	ATP-dependent DNA helicase MER3 
Solyc02g086590	"RLK, Receptor like protein, putative resistance protein with an antifungal domain"
Solyc02g086600	Polyribonucleotide nucleotidyltransferase 
Solyc02g086610	Isocitrate dehydrogenase-like protein 
Solyc02g086620	Unknown Protein 
Solyc02g086630	T24D18.4 
Solyc02g086640	tRNA adenine-N1 methyltransferase catalytic subunit TRM61 
Solyc02g086650	Glucose-6-phosphate/phosphate translocator 2 
Solyc02g086660	ATP dependent RNA helicase 
Solyc02g086670	Glycogen synthase kinase 
Solyc02g086680	Peptide deformylase-like 
Solyc02g086690	MYB transcription factor 
Solyc02g086700	Beta-1 3-glucanase 
Solyc02g086710	Monodehydroascorbate reductase 
Solyc02g086720	Unknown Protein 
Solyc02g086730	50S ribosomal protein L12-C 
Solyc02g086740	50S ribosomal protein L12-C 
Solyc02g086750	PWWP domain-containing protein 
Solyc02g086760	Unknown Protein 
Solyc02g086770	Cinnamoyl CoA reductase-like protein 
Solyc02g086780	Unknown Protein 
Solyc02g086790	Serine/threonine protein kinase 
Solyc02g086800	Phospholipid-transporting ATPase 
Solyc02g086810	Unknown Protein 
Solyc02g086820	Carbonic anhydrase 
Solyc02g086830	Protease Do-like 
Solyc02g086840	Kinesin light chain-like protein 
Solyc02g086850	RNA exonuclease 4 
Solyc02g086860	UPF0497 membrane protein At2g36330 
Solyc02g086870	Farnesyltransferase beta subunit 
Solyc02g086880	Formate dehydrogenase 
Solyc02g086890	Calcium homeostasis regulator chor1 
Solyc02g086900	Metal-dependent phosphohydrolase HD domain-containing protein 
Solyc02g086910	Peptidyl-prolyl cis-trans isomerase cyclophilin-type 
Solyc02g086920	Nodulin MtN3 family protein 
Solyc02g086930	Homeobox-leucine zipper-like protein 
Solyc02g086940	FAM179B protein 
Solyc02g086950	Ring H2 finger protein 
Solyc02g086960	Receptor-like kinase 
Solyc02g086970	Aldehyde dehydrogenase 1 
Solyc02g086980	Unknown Protein 
Solyc02g086990	Cyclic nucleotide gated channel 
Solyc02g087000	Potassium transporter 
Solyc02g087010	NHL repeat-containing protein 
Solyc02g087020	Unknown Protein 
Solyc02g087030	NHL repeat-containing protein-like 
Solyc02g087040	RING finger protein 
Solyc02g087050	Nodulin MtN21 family protein 
Solyc02g087060	Nodulin MtN21 family protein 
Solyc02g087070	Peroxidase family protein 
Solyc02g087080	Alpha-dioxygenase 2 
Solyc02g087090	Prostaglandin G/H synthase 2 
Solyc02g087100	Alpha-dioxygenase 
Solyc02g087110	Alpha-dioxygenase 
Solyc02g087120	Leaf senescence protein-like 
Solyc02g087130	Phosphoglycerate mutase 
Solyc02g087140	Phosphoglycerate mutase 
Solyc02g087150	Heavy-metal-associated domain-containing protein 
Solyc02g087160	Unknown Protein 
Solyc02g087170	GPI ethanolamine phosphate transferase 
Solyc02g087180	Unknown Protein 
Solyc02g087190	Peroxidase 65 
Solyc02g087200	U-box domain-containing protein 40 
Solyc02g087210	Zinc finger AN1 domain-containing stress-associated protein 12 
Solyc02g087220	Protein bicaudal C homolog 1-B 
Solyc02g087230	Ferredoxin-thioredoxin reductase catalytic chain 
Solyc02g087240	NADH-quinone oxidoreductase F subunit family protein 
Solyc02g087250	Group II intron splicing factor CRS1-like 
Solyc02g087260	TMV response-related protein 
Solyc02g087270	F-box family protein 
Solyc02g087280	Peptide transporter 
Solyc02g087290	Alpha-mannosidase-like protein 
Solyc02g087300	Protein transport SEC13-like protein 
Solyc02g087310	E2F transcription factor-like protein 
Solyc02g087320	Unknown Protein 
Solyc02g087330	B12D-like protein 
Solyc02g087340	Seed maturation protein PM23 
Solyc02g087350	Glycosyltransferase 
Solyc02g087360	Paired amphipathic helix protein SIN3 
Solyc02g087370	Paired amphipathic helix protein SIN3 
Solyc02g087380	Paired amphipathic helix protein SIN3 
Solyc02g087390	Paired amphipathic helix protein SIN3 
Solyc02g087400	Ankyrin repeat domain containing protein 
Solyc02g087410	Lipid A export ATP-binding/permease protein msbA 
Solyc02g087420	Genomic DNA chromosome 3 P1 clone MFJ20 
Solyc02g087430	Inositol 1 4 5-trisphosphate 5-phosphatase-like protein 
Solyc02g087440	Unknown Protein 
Solyc02g087450	Unknown Protein 
Solyc02g087460	"Receptor like kinase, RLK"
Solyc02g087470	Unknown Protein 
Solyc02g087480	cDNA clone J075153F01 full insert sequence 
Solyc02g087490	Prolyl 4-hydroxylase alpha subunit-like protein 
Solyc02g087500	ER glycerol-phosphate acyltransferase 
Solyc02g087510	Ribosomal protein S6 kinase alpha-2 
Solyc02g087520	Thaumatin-like protein 
Solyc02g087530	AAA-ATPase 
Solyc02g087540	Cell division AAA ATPase family protein 
Solyc02g087550	"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 "
Solyc02g087560	Pentatricopeptide repeat-containing protein 
Solyc02g087570	LOB domain protein 4 
Solyc02g087580	cDNA clone J023121M11 full insert sequence 
Solyc02g087590	Serine/threonine protein kinase 
Solyc02g087600	DTW domain-containing protein 
Solyc02g087610	Pentatricopeptide repeat-containing protein 
Solyc02g087620	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 
Solyc02g087630	Thioredoxin H 
Solyc02g087640	"Protein midA homolog, mitochondrial "
Solyc02g087650	Unknown Protein 
Solyc02g087660	Auxin efflux carrier protein 
Solyc02g087670	Pectate lyase family protein 
Solyc02g087680	FACT complex subunit SSRP1 
Solyc02g087690	Unknown Protein 
Solyc02g087700	FACT complex subunit SSRP1 
Solyc02g087710	FACT complex subunit SSRP1 
Solyc02g087720	At3g28720-like protein 
Solyc02g087730	Katanin p80 WD40-containing subunit B1 
Solyc02g087740	Cupin RmlC-type 
Solyc02g087750	Ubiquitin-conjugating enzyme E2 2 
Solyc02g087760	Calmodulin binding protein 
Solyc02g087770	Aldose-1-epimerase-like protein 
Solyc02g087780	Aldose-1-epimerase-like protein 
Solyc02g087790	Aldose-1-epimerase-like protein 
Solyc02g087800	Aldose-1-epimerase-like protein 
Solyc02g087810	Aldose-1-epimerase-like protein 
Solyc02g087820	Aldose-1-epimerase-like protein 
Solyc02g087830	ATP binding / serine-threonine kinase 
Solyc02g087840	Homeobox-leucine zipper-like protein 
Solyc02g087850	Glutaredoxin family protein 
Solyc02g087860	Transcription factor style2.1 
Solyc02g087870	Uncharacterized ABC transporter ATP-binding protein/permease C9B6.09c 
Solyc02g087880	Tubulin alpha-7 chain 
Solyc02g087890	Unknown Protein 
Solyc02g087900	Cullin C 
Solyc02g087910	Non-specific lipid-transfer protein 
Solyc02g087920	NAC domain transcription factor 
Solyc02g087930	60S ribosomal protein L34 
Solyc02g087940	Unknown Protein 
Solyc02g087950	cDNA clone J023065D24 full insert sequence 
Solyc02g087960	MYB transcription factor 
Solyc02g087970	Zinc finger-homeodomain protein 1 
Solyc02g087980	Structural maintenance of chromosomes protein 4 
Solyc02g087990	cDNA clone J023065D24 full insert sequence 
Solyc02g088000	Glycogen synthase 
Solyc02g088010	DCN1-like protein 1 
Solyc02g088020	Unknown Protein 
Solyc02g088030	RING finger protein 44 
Solyc02g088040	Structural constituent of ribosome 
Solyc02g088050	Plasma membrane ATPase 1 
Solyc02g088060	Plasma membrane H+-ATPase 
Solyc02g088070	Dof zinc finger protein 
Solyc02g088080	Unknown Protein 
Solyc02g088090	Calmodulin-like protein 
Solyc02g088100	Expansin 
Solyc02g088110	Polypyrimidine tract-binding protein-like 
Solyc02g088120	Nucleic acid binding protein 
Solyc02g088130	Unknown Protein 
Solyc02g088140	Pentatricopeptide repeat-containing protein 
Solyc02g088150	Pentatricopeptide repeat-containing protein 
Solyc02g088160	UPF0497 membrane protein Os06g0231050 
Solyc02g088170	Pentatricopeptide repeat-containing protein 
Solyc02g088180	NAC domain protein 
Solyc02g088190	MYB transcription factor 
Solyc02g088200	Activating signal cointegrator 1 complex subunit 1 
Solyc02g088210	Xenotropic and polytropic retrovirus receptor 
Solyc02g088220	Xenotropic and polytropic retrovirus receptor 
Solyc02g088230	Xenotropic and polytropic retrovirus receptor 
Solyc02g088240	Xenotropic and polytropic retrovirus receptor 
Solyc02g088250	Xenotropic and polytropic retrovirus receptor 
Solyc02g088260	Latex abundant protein 1 
Solyc02g088270	Genomic DNA chromosome 5 P1 clone MUL8 
Solyc02g088280	Unknown Protein 
Solyc02g088290	Guanine nucleotide exchange factor-like protein 
Solyc02g088300	Early-responsive to dehydration protein-like 
Solyc02g088310	AP2/ERF domain-containing transcription factor 
Solyc02g088320	cDNA clone J075153F01 full insert sequence 
Solyc02g088330	Cell division protein kinase 13 
Solyc02g088340	WRKY transcription factor-c 
Solyc02g088350	Genomic DNA chromosome 3 P1 clone MXO21 
Solyc02g088360	Band 7 stomatin family protein 
Solyc02g088370	Unknown Protein 
Solyc02g088380	Blue copper protein 
Solyc02g088390	Blue copper-like protein 
Solyc02g088400	Unknown Protein 
Solyc02g088410	Unknown Protein 
Solyc02g088420	Unknown Protein 
Solyc02g088430	ATP-dependent DNA helicase RecQ 
Solyc02g088440	Unknown Protein 
Solyc02g088450	Unknown Protein 
Solyc02g088460	Chorismate mutase 1 
Solyc02g088470	Pentatricopeptide repeat-containing protein 
Solyc02g088480	T7.1 protein 
Solyc02g088490	Saccharopine dehydrogenase 
Solyc02g088500	C-glucosyltransferase 
Solyc02g088510	Saccharopine dehydrogenase 
Solyc02g088520	Unknown Protein 
Solyc02g088530	Unknown Protein 
Solyc02g088540	tRNA guanosine-2&apos-O-methyltransferase 
Solyc02g088550	Ubiquitin conjugation factor E4 A 
Solyc02g088560	Cyclic nucleotide gated channel 
Solyc02g088570	RING zinc finger protein-like 
Solyc02g088580	Genomic DNA chromosome 5 P1 clone MXM12 
Solyc02g088590	Circadian clock coupling factor ZGT 
Solyc02g088600	Pentatricopeptide repeat-containing protein 
Solyc02g088610	ATP-dependent chaperone ClpB 
Solyc02g088620	Membrane-anchored ubiquitin-fold protein 1 
Solyc02g088630	Glycosyltransferase 
Solyc02g088640	Unknown Protein 
Solyc02g088650	Pentatricopeptide repeat-containing protein 
Solyc02g088660	AT3g29310/MUO10_1 
Solyc02g088670	Zinc-finger protein 1 
Solyc02g088680	Unknown Protein 
Solyc02g088690	UDP-glucose 6-dehydrogenase 
Solyc02g088700	Mitochondrial processing peptidase beta subunit 
Solyc02g088710	4-coumarate CoA ligase-like 
Solyc02g088720	Heterogeneous nuclear ribonucleoprotein R 
Solyc02g088730	F-box family protein-like 
Solyc02g088740	Genomic DNA chromosome 5 TAC clone K3 
Solyc02g088750	UDP-glucuronosyltransferase 
Solyc02g088760	50S ribosomal protein L12-2 
Solyc02g088770	Mitochondrial carrier protein expressed 
Solyc02g088780	Ribosome biogenesis protein ytm1 
Solyc02g088790	RNA-binding protein 
Solyc02g088800	Exocyst complex component 7 
Solyc02g088810	Unknown Protein 
Solyc02g088820	Serine carboxypeptidase K10B2.2 
Solyc02g088830	F1C9.9 protein 
Solyc02g088840	Unknown Protein 
Solyc02g088850	LOC100005105 protein 
Solyc02g088860	LOC100005105 protein 
Solyc02g088870	LOC100005105 protein 
Solyc02g088880	Genomic DNA chromosome 5 P1 clone MJE4 
Solyc02g088890	AT5g64710/MVP7_3 
Solyc02g088900	Organic anion transporter 
Solyc02g088910	Ninja-family protein 3 
Solyc02g088920	Ras GTPase-activating protein-binding protein 2 
Solyc02g088930	Upf2 
Solyc02g088940	CTP synthase like protein 
Solyc02g088950	Unknown Protein 
Solyc02g088960	Unknown Protein 
Solyc02g088970	Unknown Protein 
Solyc02g088980	Unknown Protein 
Solyc02g088990	Unknown Protein 
Solyc02g089000	Unknown Protein 
Solyc02g089010	Receptor-like kinase 
Solyc02g089020	Transcription factor 
Solyc02g089030	AT1G74160 protein 
Solyc02g089040	Unknown Protein 
Solyc02g089050	AT1G18620 protein 
Solyc02g089060	Hydrolase alpha/beta fold family protein 
Solyc02g089070	Eukaryotic translation initiation factor 3 subunit M 
Solyc02g089080	Rapid alkalinization factor 5 
Solyc02g089090	"Pto-like, Serine/threonine kinase protein, resistance protein"
Solyc02g089100	C9orf85 homolog 
Solyc02g089110	Mitochondrial carrier protein 
Solyc02g089120	Ch-cobra 
Solyc02g089130	COBRA-like protein 
